instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr_group
12604,2012-06-14,Summer,2012,Jun,8,No,Thu,Working Day,Clear,24.599999999999998,30.305,64.0,22.0028,37.0,499.0,642.5,Morning
12605,2012-06-14,Summer,2012,Jun,9,No,Thu,Working Day,Clear,25.419999999999998,30.305,61.0,15.001299999999999,45.0,312.0,357.0,Morning
12606,2012-06-14,Summer,2012,Jun,10,No,Thu,Working Day,Clear,26.240000000000002,30.305,65.0,27.999299999999998,47.0,132.0,179.0,Morning
12607,2012-06-14,Summer,2012,Jun,11,No,Thu,Working Day,Clear,27.060000000000002,31.06,56.99999999999999,16.997899999999998,60.0,168.0,228.0,Morning
12608,2012-06-14,Summer,2012,Jun,12,No,Thu,Working Day,Mist,27.060000000000002,31.06,61.0,15.001299999999999,55.0,210.0,265.0,Noon
12609,2012-06-14,Summer,2012,Jun,13,No,Thu,Working Day,Clear,27.880000000000003,31.819999999999997,56.99999999999999,11.0014,71.0,213.0,284.0,Noon
12610,2012-06-14,Summer,2012,Jun,14,No,Thu,Working Day,Clear,28.7,32.574999999999996,54.0,19.0012,84.0,214.0,298.0,Noon
12611,2012-06-14,Summer,2012,Jun,15,No,Thu,Working Day,Clear,30.34,33.335,48.0,19.999499999999998,111.0,213.0,324.0,Noon
12612,2012-06-14,Summer,2012,Jun,16,No,Thu,Working Day,Clear,29.52,33.335,51.0,19.0012,70.0,368.0,438.0,Noon
12613,2012-06-14,Summer,2012,Jun,17,No,Thu,Working Day,Clear,29.52,33.335,48.0,15.001299999999999,114.0,499.0,642.5,Noon
12614,2012-06-14,Summer,2012,Jun,18,No,Thu,Working Day,Clear,30.34,33.335,42.0,12.998000000000001,107.0,499.0,642.5,Afternoon
12615,2012-06-14,Summer,2012,Jun,19,No,Thu,Working Day,Clear,28.7,32.574999999999996,48.0,16.997899999999998,96.0,483.0,579.0,Afternoon
12616,2012-06-14,Summer,2012,Jun,20,No,Thu,Working Day,Clear,27.060000000000002,31.06,65.0,16.997899999999998,84.0,351.0,435.0,Afternoon
12617,2012-06-14,Summer,2012,Jun,21,No,Thu,Working Day,Clear,26.240000000000002,30.305,65.0,11.0014,67.0,270.0,337.0,Afternoon
12618,2012-06-14,Summer,2012,Jun,22,No,Thu,Working Day,Mist,26.240000000000002,30.305,65.0,15.001299999999999,46.0,196.0,242.0,Afternoon
12619,2012-06-14,Summer,2012,Jun,23,No,Thu,Working Day,Mist,25.419999999999998,30.305,69.0,11.0014,36.0,136.0,172.0,Afternoon
12620,2012-06-15,Summer,2012,Jun,0,No,Fri,Working Day,Clear,24.599999999999998,29.544999999999998,73.0,11.0014,26.0,68.0,94.0,Midnight
12621,2012-06-15,Summer,2012,Jun,1,No,Fri,Working Day,Clear,23.779999999999998,27.275,78.0,12.998000000000001,9.0,42.0,51.0,Midnight
12622,2012-06-15,Summer,2012,Jun,2,No,Fri,Working Day,Clear,22.96,26.515,83.0,7.0015,0.0,15.0,15.0,Midnight
12623,2012-06-15,Summer,2012,Jun,3,No,Fri,Working Day,Clear,22.96,26.515,83.0,11.0014,2.0,3.0,5.0,Midnight
12624,2012-06-15,Summer,2012,Jun,4,No,Fri,Working Day,Clear,22.96,26.515,83.0,11.0014,1.0,13.0,14.0,Midnight
12625,2012-06-15,Summer,2012,Jun,5,No,Fri,Working Day,Clear,22.14,25.759999999999998,88.0,7.0015,2.0,31.0,33.0,Midnight
12626,2012-06-15,Summer,2012,Jun,6,No,Fri,Working Day,Clear,22.14,25.759999999999998,83.0,8.9981,9.0,142.0,151.0,Morning
12627,2012-06-15,Summer,2012,Jun,7,No,Fri,Working Day,Clear,22.96,26.515,83.0,11.0014,17.0,413.0,430.0,Morning
12628,2012-06-15,Summer,2012,Jun,8,No,Fri,Working Day,Clear,24.599999999999998,29.544999999999998,69.0,11.0014,44.0,499.0,642.5,Morning
12629,2012-06-15,Summer,2012,Jun,9,No,Fri,Working Day,Clear,25.419999999999998,30.305,65.0,11.0014,58.0,308.0,366.0,Morning
12630,2012-06-15,Summer,2012,Jun,10,No,Fri,Working Day,Clear,26.240000000000002,31.06,56.99999999999999,11.0014,56.0,160.0,216.0,Morning
12631,2012-06-15,Summer,2012,Jun,11,No,Fri,Working Day,Clear,27.060000000000002,31.06,50.0,12.998000000000001,106.0,180.0,286.0,Morning
12632,2012-06-15,Summer,2012,Jun,12,No,Fri,Working Day,Clear,28.7,31.819999999999997,45.0,11.0014,111.0,292.0,403.0,Noon
12633,2012-06-15,Summer,2012,Jun,13,No,Fri,Working Day,Clear,28.7,31.819999999999997,42.0,16.997899999999998,114.0,272.0,393.0,Noon
12634,2012-06-15,Summer,2012,Jun,14,No,Fri,Working Day,Clear,29.52,32.574999999999996,39.0,12.998000000000001,114.0,255.0,376.0,Noon
12635,2012-06-15,Summer,2012,Jun,15,No,Fri,Working Day,Clear,29.52,32.574999999999996,39.0,12.998000000000001,107.0,270.0,377.0,Noon
12636,2012-06-15,Summer,2012,Jun,16,No,Fri,Working Day,Clear,29.52,32.574999999999996,37.0,12.998000000000001,114.0,426.0,558.0,Noon
12637,2012-06-15,Summer,2012,Jun,17,No,Fri,Working Day,Clear,30.34,32.574999999999996,37.0,19.0012,114.0,499.0,642.5,Noon
12638,2012-06-15,Summer,2012,Jun,18,No,Fri,Working Day,Clear,29.52,32.574999999999996,39.0,15.001299999999999,114.0,499.0,642.5,Afternoon
12639,2012-06-15,Summer,2012,Jun,19,No,Fri,Working Day,Clear,28.7,31.819999999999997,42.0,11.0014,98.0,369.0,467.0,Afternoon
12640,2012-06-15,Summer,2012,Jun,20,No,Fri,Working Day,Clear,27.880000000000003,31.819999999999997,44.0,12.998000000000001,89.0,296.0,385.0,Afternoon
12641,2012-06-15,Summer,2012,Jun,21,No,Fri,Working Day,Clear,27.060000000000002,31.06,50.0,7.0015,83.0,250.0,333.0,Afternoon
12642,2012-06-15,Summer,2012,Jun,22,No,Fri,Working Day,Clear,26.240000000000002,31.06,53.0,8.9981,79.0,242.0,321.0,Afternoon
12643,2012-06-15,Summer,2012,Jun,23,No,Fri,Working Day,Clear,25.419999999999998,31.06,53.0,16.997899999999998,46.0,176.0,222.0,Afternoon
12644,2012-06-16,Summer,2012,Jun,0,No,Sat,Holiday,Clear,23.779999999999998,27.275,56.00000000000001,8.9981,25.0,112.0,137.0,Midnight
12645,2012-06-16,Summer,2012,Jun,1,No,Sat,Holiday,Clear,22.96,26.515,56.00000000000001,0.0,16.0,79.0,95.0,Midnight
12646,2012-06-16,Summer,2012,Jun,2,No,Sat,Holiday,Clear,23.779999999999998,27.275,53.0,0.0,12.0,55.0,67.0,Midnight
12647,2012-06-16,Summer,2012,Jun,3,No,Sat,Holiday,Clear,22.96,26.515,60.0,6.0032,8.0,19.0,27.0,Midnight
12648,2012-06-16,Summer,2012,Jun,4,No,Sat,Holiday,Clear,22.14,25.759999999999998,68.0,8.9981,3.0,5.0,8.0,Midnight
12649,2012-06-16,Summer,2012,Jun,5,No,Sat,Holiday,Clear,22.14,25.759999999999998,68.0,7.0015,2.0,21.0,23.0,Midnight
12650,2012-06-16,Summer,2012,Jun,6,No,Sat,Holiday,Clear,22.14,25.759999999999998,68.0,12.998000000000001,11.0,36.0,47.0,Morning
12651,2012-06-16,Summer,2012,Jun,7,No,Sat,Holiday,Clear,22.14,25.759999999999998,68.0,12.998000000000001,10.0,68.0,78.0,Morning
12652,2012-06-16,Summer,2012,Jun,8,No,Sat,Holiday,Clear,23.779999999999998,27.275,64.0,11.0014,47.0,157.0,204.0,Morning
12653,2012-06-16,Summer,2012,Jun,9,No,Sat,Holiday,Clear,24.599999999999998,30.305,60.0,6.0032,88.0,279.0,367.0,Morning
12654,2012-06-16,Summer,2012,Jun,10,No,Sat,Holiday,Clear,26.240000000000002,31.06,47.0,12.998000000000001,114.0,296.0,435.0,Morning
12655,2012-06-16,Summer,2012,Jun,11,No,Sat,Holiday,Clear,27.060000000000002,31.06,39.0,11.0014,114.0,353.0,566.0,Morning
12656,2012-06-16,Summer,2012,Jun,12,No,Sat,Holiday,Clear,27.880000000000003,31.819999999999997,41.0,7.0015,114.0,349.0,603.0,Noon
12657,2012-06-16,Summer,2012,Jun,13,No,Sat,Holiday,Clear,29.52,32.574999999999996,34.0,11.0014,114.0,324.0,617.0,Noon
12658,2012-06-16,Summer,2012,Jun,14,No,Sat,Holiday,Clear,29.52,32.574999999999996,37.0,15.001299999999999,114.0,309.0,573.0,Noon
12659,2012-06-16,Summer,2012,Jun,15,No,Sat,Holiday,Clear,30.34,32.574999999999996,35.0,16.997899999999998,114.0,288.0,583.0,Noon
12660,2012-06-16,Summer,2012,Jun,16,No,Sat,Holiday,Mist,29.52,32.574999999999996,37.0,7.0015,114.0,304.0,542.0,Noon
12661,2012-06-16,Summer,2012,Jun,17,No,Sat,Holiday,Mist,29.52,32.574999999999996,37.0,16.997899999999998,114.0,349.0,593.0,Noon
12662,2012-06-16,Summer,2012,Jun,18,No,Sat,Holiday,Mist,29.52,32.574999999999996,37.0,15.001299999999999,114.0,315.0,571.0,Afternoon
12663,2012-06-16,Summer,2012,Jun,19,No,Sat,Holiday,Mist,28.7,31.819999999999997,42.0,12.998000000000001,114.0,277.0,461.0,Afternoon
12664,2012-06-16,Summer,2012,Jun,20,No,Sat,Holiday,Mist,27.060000000000002,31.06,47.0,12.998000000000001,114.0,229.0,352.0,Afternoon
12665,2012-06-16,Summer,2012,Jun,21,No,Sat,Holiday,Mist,26.240000000000002,31.06,50.0,15.001299999999999,98.0,192.0,290.0,Afternoon
12666,2012-06-16,Summer,2012,Jun,22,No,Sat,Holiday,Clear,25.419999999999998,31.06,53.0,19.999499999999998,91.0,189.0,280.0,Afternoon
12667,2012-06-16,Summer,2012,Jun,23,No,Sat,Holiday,Clear,24.599999999999998,31.06,53.0,19.999499999999998,49.0,134.0,183.0,Afternoon
12668,2012-06-17,Summer,2012,Jun,0,No,Sun,Holiday,Clear,22.96,26.515,56.00000000000001,8.9981,31.0,117.0,148.0,Midnight
12669,2012-06-17,Summer,2012,Jun,1,No,Sun,Holiday,Clear,22.96,26.515,60.0,11.0014,21.0,67.0,88.0,Midnight
12670,2012-06-17,Summer,2012,Jun,2,No,Sun,Holiday,Clear,22.96,26.515,56.00000000000001,6.0032,19.0,55.0,74.0,Midnight
12671,2012-06-17,Summer,2012,Jun,3,No,Sun,Holiday,Clear,22.14,25.759999999999998,64.0,7.0015,6.0,22.0,28.0,Midnight
12672,2012-06-17,Summer,2012,Jun,4,No,Sun,Holiday,Clear,22.14,25.759999999999998,64.0,6.0032,2.0,16.0,18.0,Midnight
12673,2012-06-17,Summer,2012,Jun,5,No,Sun,Holiday,Clear,22.14,25.759999999999998,68.0,8.9981,4.0,13.0,17.0,Midnight
12674,2012-06-17,Summer,2012,Jun,6,No,Sun,Holiday,Clear,21.32,25.0,72.0,7.0015,7.0,16.0,23.0,Morning
12675,2012-06-17,Summer,2012,Jun,7,No,Sun,Holiday,Clear,21.32,25.0,72.0,6.0032,18.0,30.0,48.0,Morning
12676,2012-06-17,Summer,2012,Jun,8,No,Sun,Holiday,Clear,22.96,26.515,68.0,16.997899999999998,24.0,95.0,119.0,Morning
12677,2012-06-17,Summer,2012,Jun,9,No,Sun,Holiday,Clear,22.96,26.515,68.0,11.0014,91.0,183.0,274.0,Morning
12678,2012-06-17,Summer,2012,Jun,10,No,Sun,Holiday,Clear,23.779999999999998,27.275,64.0,0.0,114.0,288.0,436.0,Morning
12679,2012-06-17,Summer,2012,Jun,11,No,Sun,Holiday,Clear,25.419999999999998,31.06,56.99999999999999,7.0015,114.0,350.0,546.0,Morning
12680,2012-06-17,Summer,2012,Jun,12,No,Sun,Holiday,Clear,25.419999999999998,31.06,56.99999999999999,0.0,114.0,355.0,615.0,Noon
12681,2012-06-17,Summer,2012,Jun,13,No,Sun,Holiday,Clear,26.240000000000002,31.06,53.0,11.0014,114.0,347.0,614.0,Noon
12682,2012-06-17,Summer,2012,Jun,14,No,Sun,Holiday,Clear,26.240000000000002,31.06,53.0,0.0,114.0,327.0,582.0,Noon
12683,2012-06-17,Summer,2012,Jun,15,No,Sun,Holiday,Clear,27.060000000000002,31.06,50.0,15.001299999999999,114.0,260.0,463.0,Noon
12684,2012-06-17,Summer,2012,Jun,16,No,Sun,Holiday,Clear,27.060000000000002,31.06,54.0,19.999499999999998,114.0,340.0,580.0,Noon
12685,2012-06-17,Summer,2012,Jun,17,No,Sun,Holiday,Clear,26.240000000000002,31.06,56.99999999999999,15.001299999999999,114.0,361.0,593.0,Noon
12686,2012-06-17,Summer,2012,Jun,18,No,Sun,Holiday,Clear,26.240000000000002,31.06,53.0,12.998000000000001,114.0,310.0,513.0,Afternoon
12687,2012-06-17,Summer,2012,Jun,19,No,Sun,Holiday,Clear,26.240000000000002,31.06,53.0,11.0014,114.0,244.0,390.0,Afternoon
12688,2012-06-17,Summer,2012,Jun,20,No,Sun,Holiday,Clear,25.419999999999998,31.06,56.99999999999999,12.998000000000001,101.0,201.0,302.0,Afternoon
12689,2012-06-17,Summer,2012,Jun,21,No,Sun,Holiday,Clear,25.419999999999998,31.06,56.99999999999999,12.998000000000001,76.0,170.0,246.0,Afternoon
12690,2012-06-17,Summer,2012,Jun,22,No,Sun,Holiday,Clear,24.599999999999998,30.305,60.0,12.998000000000001,55.0,98.0,153.0,Afternoon
12691,2012-06-17,Summer,2012,Jun,23,No,Sun,Holiday,Clear,23.779999999999998,27.275,64.0,12.998000000000001,29.0,79.0,108.0,Afternoon
12692,2012-06-18,Summer,2012,Jun,0,No,Mon,Working Day,Clear,22.96,26.515,73.0,16.997899999999998,12.0,28.0,40.0,Midnight
12693,2012-06-18,Summer,2012,Jun,1,No,Mon,Working Day,Clear,22.14,25.759999999999998,77.0,15.001299999999999,9.0,5.0,14.0,Midnight
12694,2012-06-18,Summer,2012,Jun,2,No,Mon,Working Day,Clear,22.14,25.759999999999998,77.0,15.001299999999999,3.0,6.0,9.0,Midnight
12695,2012-06-18,Summer,2012,Jun,3,No,Mon,Working Day,Mist,21.32,25.0,83.0,15.001299999999999,1.0,3.0,4.0,Midnight
12696,2012-06-18,Summer,2012,Jun,4,No,Mon,Working Day,Mist,22.14,25.759999999999998,77.0,12.998000000000001,0.0,9.0,9.0,Midnight
12697,2012-06-18,Summer,2012,Jun,5,No,Mon,Working Day,Light rain/snow,21.32,25.0,83.0,8.9981,1.0,22.0,23.0,Midnight
12698,2012-06-18,Summer,2012,Jun,6,No,Mon,Working Day,Light rain/snow,21.32,25.0,88.0,8.9981,0.0,37.0,37.0,Morning
12699,2012-06-18,Summer,2012,Jun,7,No,Mon,Working Day,Light rain/snow,21.32,25.0,94.0,15.001299999999999,10.0,135.0,145.0,Morning
12700,2012-06-18,Summer,2012,Jun,8,No,Mon,Working Day,Mist,22.14,25.759999999999998,83.0,12.998000000000001,27.0,447.0,474.0,Morning
12701,2012-06-18,Summer,2012,Jun,9,No,Mon,Working Day,Mist,22.14,25.759999999999998,83.0,15.001299999999999,28.0,222.0,250.0,Morning
12702,2012-06-18,Summer,2012,Jun,10,No,Mon,Working Day,Light rain/snow,22.14,25.759999999999998,88.0,7.0015,13.0,78.0,91.0,Morning
12703,2012-06-18,Summer,2012,Jun,11,No,Mon,Working Day,Mist,22.14,25.759999999999998,88.0,11.0014,25.0,96.0,121.0,Morning
12704,2012-06-18,Summer,2012,Jun,12,No,Mon,Working Day,Light rain/snow,22.96,26.515,78.0,8.9981,29.0,139.0,168.0,Noon
12705,2012-06-18,Summer,2012,Jun,13,No,Mon,Working Day,Mist,23.779999999999998,27.275,73.0,8.9981,51.0,174.0,225.0,Noon
12706,2012-06-18,Summer,2012,Jun,14,No,Mon,Working Day,Mist,23.779999999999998,27.275,68.0,12.998000000000001,59.0,160.0,219.0,Noon
12707,2012-06-18,Summer,2012,Jun,15,No,Mon,Working Day,Mist,24.599999999999998,29.544999999999998,69.0,12.998000000000001,61.0,176.0,237.0,Noon
12708,2012-06-18,Summer,2012,Jun,16,No,Mon,Working Day,Mist,24.599999999999998,29.544999999999998,73.0,12.998000000000001,53.0,279.0,332.0,Noon
12709,2012-06-18,Summer,2012,Jun,17,No,Mon,Working Day,Mist,24.599999999999998,29.544999999999998,73.0,12.998000000000001,54.0,499.0,642.5,Noon
12710,2012-06-18,Summer,2012,Jun,18,No,Mon,Working Day,Mist,25.419999999999998,30.305,69.0,11.0014,47.0,499.0,642.0,Afternoon
12711,2012-06-18,Summer,2012,Jun,19,No,Mon,Working Day,Mist,25.419999999999998,29.544999999999998,73.0,6.0032,52.0,411.0,463.0,Afternoon
12712,2012-06-18,Summer,2012,Jun,20,No,Mon,Working Day,Mist,25.419999999999998,29.544999999999998,73.0,8.9981,45.0,317.0,362.0,Afternoon
12713,2012-06-18,Summer,2012,Jun,21,No,Mon,Working Day,Mist,25.419999999999998,29.544999999999998,73.0,7.0015,35.0,238.0,273.0,Afternoon
12714,2012-06-18,Summer,2012,Jun,22,No,Mon,Working Day,Mist,25.419999999999998,29.544999999999998,73.0,11.0014,21.0,143.0,164.0,Afternoon
12715,2012-06-18,Summer,2012,Jun,23,No,Mon,Working Day,Light rain/snow,24.599999999999998,28.79,78.0,12.998000000000001,17.0,57.0,74.0,Afternoon
12716,2012-06-19,Summer,2012,Jun,0,No,Tue,Working Day,Mist,24.599999999999998,28.79,78.0,11.0014,5.0,30.0,35.0,Midnight
12717,2012-06-19,Summer,2012,Jun,1,No,Tue,Working Day,Mist,24.599999999999998,28.79,78.0,11.0014,1.0,13.0,14.0,Midnight
12718,2012-06-19,Summer,2012,Jun,2,No,Tue,Working Day,Mist,24.599999999999998,28.79,78.0,8.9981,1.0,14.0,15.0,Midnight
12719,2012-06-19,Summer,2012,Jun,3,No,Tue,Working Day,Mist,24.599999999999998,28.79,78.0,7.0015,1.0,7.0,8.0,Midnight
12720,2012-06-19,Summer,2012,Jun,4,No,Tue,Working Day,Mist,24.599999999999998,28.79,78.0,8.9981,1.0,9.0,10.0,Midnight
12721,2012-06-19,Summer,2012,Jun,5,No,Tue,Working Day,Mist,24.599999999999998,28.79,78.0,12.998000000000001,3.0,34.0,37.0,Midnight
12722,2012-06-19,Summer,2012,Jun,6,No,Tue,Working Day,Mist,24.599999999999998,28.79,78.0,7.0015,9.0,152.0,161.0,Morning
12723,2012-06-19,Summer,2012,Jun,7,No,Tue,Working Day,Mist,24.599999999999998,28.79,78.0,8.9981,18.0,462.0,480.0,Morning
12724,2012-06-19,Summer,2012,Jun,8,No,Tue,Working Day,Mist,24.599999999999998,28.79,78.0,11.0014,40.0,499.0,642.5,Morning
12725,2012-06-19,Summer,2012,Jun,9,No,Tue,Working Day,Clear,26.240000000000002,30.305,73.0,6.0032,40.0,288.0,328.0,Morning
12726,2012-06-19,Summer,2012,Jun,10,No,Tue,Working Day,Clear,26.240000000000002,30.305,73.0,6.0032,44.0,136.0,180.0,Morning
12727,2012-06-19,Summer,2012,Jun,11,No,Tue,Working Day,Clear,27.060000000000002,31.06,69.0,8.9981,56.0,174.0,230.0,Morning
12728,2012-06-19,Summer,2012,Jun,12,No,Tue,Working Day,Clear,28.7,32.574999999999996,65.0,6.0032,70.0,222.0,292.0,Noon
12729,2012-06-19,Summer,2012,Jun,13,No,Tue,Working Day,Clear,30.34,34.089999999999996,57.99999999999999,8.9981,69.0,203.0,272.0,Noon
12730,2012-06-19,Summer,2012,Jun,14,No,Tue,Working Day,Clear,31.16,35.605,57.99999999999999,7.0015,61.0,166.0,227.0,Noon
12731,2012-06-19,Summer,2012,Jun,15,No,Tue,Working Day,Clear,31.98,37.12,59.0,11.0014,72.0,187.0,259.0,Noon
12732,2012-06-19,Summer,2012,Jun,16,No,Tue,Working Day,Clear,32.800000000000004,37.88,55.00000000000001,15.001299999999999,48.0,286.0,334.0,Noon
12733,2012-06-19,Summer,2012,Jun,17,No,Tue,Working Day,Clear,32.800000000000004,37.88,55.00000000000001,12.998000000000001,86.0,499.0,642.5,Noon
12734,2012-06-19,Summer,2012,Jun,18,No,Tue,Working Day,Clear,32.800000000000004,37.88,55.00000000000001,11.0014,91.0,499.0,642.5,Afternoon
12735,2012-06-19,Summer,2012,Jun,19,No,Tue,Working Day,Clear,32.800000000000004,38.635000000000005,59.0,15.001299999999999,82.0,432.0,514.0,Afternoon
12736,2012-06-19,Summer,2012,Jun,20,No,Tue,Working Day,Clear,32.800000000000004,37.88,55.00000000000001,16.997899999999998,59.0,399.0,458.0,Afternoon
12737,2012-06-19,Summer,2012,Jun,21,No,Tue,Working Day,Clear,31.16,35.605,62.0,11.0014,37.0,239.0,276.0,Afternoon
12738,2012-06-19,Summer,2012,Jun,22,No,Tue,Working Day,Clear,29.52,34.849999999999994,79.0,6.0032,51.0,240.0,291.0,Afternoon
12739,2012-06-19,Summer,2012,Jun,23,No,Tue,Working Day,Clear,29.52,34.849999999999994,79.0,8.9981,23.0,102.0,125.0,Afternoon
12740,2012-06-20,Summer,2012,Jun,0,No,Wed,Working Day,Clear,28.7,33.335,79.0,12.998000000000001,5.0,48.0,53.0,Midnight
12741,2012-06-20,Summer,2012,Jun,1,No,Wed,Working Day,Clear,27.880000000000003,31.819999999999997,79.0,12.998000000000001,7.0,20.0,27.0,Midnight
12742,2012-06-20,Summer,2012,Jun,2,No,Wed,Working Day,Clear,27.060000000000002,30.305,83.0,11.0014,1.0,5.0,6.0,Midnight
12743,2012-06-20,Summer,2012,Jun,3,No,Wed,Working Day,Clear,27.060000000000002,30.305,83.0,8.9981,2.0,6.0,8.0,Midnight
12744,2012-06-20,Summer,2012,Jun,4,No,Wed,Working Day,Clear,27.060000000000002,30.305,83.0,6.0032,1.0,6.0,7.0,Midnight
12745,2012-06-20,Summer,2012,Jun,5,No,Wed,Working Day,Clear,27.060000000000002,30.305,83.0,6.0032,2.0,37.0,39.0,Midnight
12746,2012-06-20,Summer,2012,Jun,6,No,Wed,Working Day,Mist,26.240000000000002,28.79,89.0,6.0032,9.0,156.0,165.0,Morning
12747,2012-06-20,Summer,2012,Jun,7,No,Wed,Working Day,Mist,27.060000000000002,29.544999999999998,89.0,0.0,20.0,444.0,464.0,Morning
12748,2012-06-20,Summer,2012,Jun,8,No,Wed,Working Day,Mist,28.7,33.335,79.0,7.0015,43.0,499.0,642.5,Morning
12749,2012-06-20,Summer,2012,Jun,9,No,Wed,Working Day,Mist,29.52,34.849999999999994,74.0,0.0,40.0,276.0,316.0,Morning
12750,2012-06-20,Summer,2012,Jun,10,No,Wed,Working Day,Clear,33.62,38.635000000000005,52.0,8.9981,41.0,126.0,167.0,Morning
12751,2012-06-20,Summer,2012,Jun,11,No,Wed,Working Day,Clear,34.44,39.395,49.0,12.998000000000001,54.0,134.0,188.0,Morning
12752,2012-06-20,Summer,2012,Jun,12,No,Wed,Working Day,Clear,35.26,40.150000000000006,47.0,11.0014,30.0,150.0,180.0,Noon
12753,2012-06-20,Summer,2012,Jun,13,No,Wed,Working Day,Clear,35.26,39.395,44.0,7.0015,48.0,163.0,211.0,Noon
12754,2012-06-20,Summer,2012,Jun,14,No,Wed,Working Day,Clear,36.08,40.150000000000006,39.0,12.998000000000001,56.0,134.0,190.0,Noon
12755,2012-06-20,Summer,2012,Jun,15,No,Wed,Working Day,Clear,36.9,40.910000000000004,35.0,0.0,36.0,143.0,179.0,Noon
12756,2012-06-20,Summer,2012,Jun,16,No,Wed,Working Day,Clear,36.9,40.910000000000004,35.0,7.0015,51.0,284.0,335.0,Noon
12757,2012-06-20,Summer,2012,Jun,17,No,Wed,Working Day,Clear,36.9,40.910000000000004,37.0,0.0,80.0,499.0,642.5,Noon
12758,2012-06-20,Summer,2012,Jun,18,No,Wed,Working Day,Clear,36.9,40.910000000000004,37.0,0.0,81.0,499.0,642.5,Afternoon
12759,2012-06-20,Summer,2012,Jun,19,No,Wed,Working Day,Clear,36.08,39.395,37.0,16.997899999999998,90.0,449.0,539.0,Afternoon
12760,2012-06-20,Summer,2012,Jun,20,No,Wed,Working Day,Clear,35.26,38.635000000000005,39.0,15.001299999999999,81.0,326.0,407.0,Afternoon
12761,2012-06-20,Summer,2012,Jun,21,No,Wed,Working Day,Clear,34.44,37.88,44.0,6.0032,42.0,302.0,344.0,Afternoon
12762,2012-06-20,Summer,2012,Jun,22,No,Wed,Working Day,Clear,33.62,37.88,46.0,7.0015,31.0,226.0,257.0,Afternoon
12763,2012-06-20,Summer,2012,Jun,23,No,Wed,Working Day,Clear,31.98,37.12,59.0,7.0015,21.0,102.0,123.0,Afternoon
12764,2012-06-21,Fall,2012,Jun,0,No,Thu,Working Day,Clear,30.34,34.849999999999994,70.0,6.0032,16.0,53.0,69.0,Midnight
12765,2012-06-21,Fall,2012,Jun,1,No,Thu,Working Day,Clear,29.52,34.849999999999994,79.0,8.9981,2.0,16.0,18.0,Midnight
12766,2012-06-21,Fall,2012,Jun,2,No,Thu,Working Day,Clear,29.52,34.849999999999994,79.0,7.0015,11.0,7.0,18.0,Midnight
12767,2012-06-21,Fall,2012,Jun,3,No,Thu,Working Day,Clear,29.52,34.849999999999994,74.0,0.0,3.0,8.0,11.0,Midnight
12768,2012-06-21,Fall,2012,Jun,4,No,Thu,Working Day,Clear,28.7,33.335,84.0,6.0032,1.0,11.0,12.0,Midnight
12769,2012-06-21,Fall,2012,Jun,5,No,Thu,Working Day,Clear,28.7,33.335,84.0,7.0015,3.0,37.0,40.0,Midnight
12770,2012-06-21,Fall,2012,Jun,6,No,Thu,Working Day,Mist,28.7,33.335,84.0,6.0032,3.0,147.0,150.0,Morning
12771,2012-06-21,Fall,2012,Jun,7,No,Thu,Working Day,Mist,28.7,33.335,84.0,6.0032,26.0,437.0,463.0,Morning
12772,2012-06-21,Fall,2012,Jun,8,No,Thu,Working Day,Clear,30.34,34.849999999999994,70.0,0.0,27.0,499.0,590.0,Morning
12773,2012-06-21,Fall,2012,Jun,9,No,Thu,Working Day,Clear,32.800000000000004,37.88,55.00000000000001,12.998000000000001,32.0,224.0,256.0,Morning
12774,2012-06-21,Fall,2012,Jun,10,No,Thu,Working Day,Clear,34.44,39.395,49.0,7.0015,36.0,114.0,150.0,Morning
12775,2012-06-21,Fall,2012,Jun,11,No,Thu,Working Day,Clear,35.26,39.395,41.0,8.9981,40.0,121.0,161.0,Morning
12776,2012-06-21,Fall,2012,Jun,12,No,Thu,Working Day,Clear,36.9,40.910000000000004,35.0,12.998000000000001,33.0,182.0,215.0,Noon
12777,2012-06-21,Fall,2012,Jun,13,No,Thu,Working Day,Clear,36.9,40.910000000000004,35.0,0.0,31.0,141.0,172.0,Noon
12778,2012-06-21,Fall,2012,Jun,14,No,Thu,Working Day,Clear,36.08,39.395,37.0,11.0014,27.0,149.0,176.0,Noon
12779,2012-06-21,Fall,2012,Jun,15,No,Thu,Working Day,Clear,37.72,41.665,33.0,11.0014,40.0,154.0,194.0,Noon
12780,2012-06-21,Fall,2012,Jun,16,No,Thu,Working Day,Clear,36.9,40.910000000000004,35.0,8.9981,37.0,283.0,320.0,Noon
12781,2012-06-21,Fall,2012,Jun,17,No,Thu,Working Day,Clear,36.08,39.395,37.0,0.0,80.0,499.0,615.0,Noon
12782,2012-06-21,Fall,2012,Jun,18,No,Thu,Working Day,Clear,35.26,39.395,41.0,12.998000000000001,78.0,499.0,640.0,Afternoon
12783,2012-06-21,Fall,2012,Jun,19,No,Thu,Working Day,Clear,36.08,40.150000000000006,39.0,15.001299999999999,84.0,415.0,499.0,Afternoon
12784,2012-06-21,Fall,2012,Jun,20,No,Thu,Working Day,Clear,35.26,39.395,44.0,12.998000000000001,79.0,357.0,436.0,Afternoon
